Sequence ID,Dayhoff statistic of serine,Percentage of serine,Binding Regions in Disordered Proteins,Instability Index,Secretory pathway signal peptide (SP),Percentage of non polar mole,Other subcellular location,Secondary helix fraction,Percentage of polar mole,Secondary turn fraction,Aromaticity,Count of linear B-cell epitopes,Average carbon sparing,Arginine and lysine propeptide cleavage sites,Dayhoff statistic of arginine,Percentage of arginine,Percentage of aromatic mole,Grand average of hydropathy (GRAVY),Percentage of small mole,Average oxygen sparing,Absobance A280,Proteasomal cleavages (MHC ligands),Dayhoff statistic of phenylalanine,Probability of Expression Inclusion Bodies,Percentage of phenylalanine,Molecular Weight,Mitochondrial targeting peptide (mTP),Average sulphur sparing,Percentage of proline,Dayhoff statistic of proline,Average hydrogen sparing,Average nitrogen sparing,Percentage of lysine,Dayhoff statistic of lysine,Percentage of isoleucine,Dayhoff statistic of isoleucine,Dayhoff statistic of tryptophan,Percentage of tryptophan,Percentage of glycine,Dayhoff statistic of glycine,Percentage of aliphatic mole,Percentage of tiny mole,Class I Immunogenicity score,Dayhoff statistic of tyrosine,Percentage of secondary helix,Dayhoff statistic of methionine,Percentage of tyrosine,Average Residue Weight,Percentage of methionine,Percentage of valine,Dayhoff statistic of valine,N-linked glycosylation sites,C-mannosylation sites,Percentage of cysteine,Dayhoff statistic of cysteine,Dayhoff statistic of aspartic acid,Percentage of aspartic acid,SS,TS,PS,SN,SR,ST,RR,SP,RS,HS,SA,DS,SD,SQ,RL,GQ,IS,LS,NS,NN,YG,TP,SF,IG,CG,SL,PV,IK,KN,VF,ES,HT,KM,PR,YK,DD,KW,WN,FD,PY,KY,CK,ND,NF,GC,FI,VG,GK,SV,SG,KF,MK,GS,HH,VS,AY,AR,WA,PP,YW,NY,MP,KC,TC,KV,FN,LK,QS,FG,CC,EP,TR,EW,RP,LP,PD,AW,KL,AS,IV,HE,ML,VV,HG,NW,MV,PN,KR,VC,GY,KD,VW,CN,NP,FK,HL,IF,FT,VP,DK,ET,VD,IC,MY,NR,FW,SH,HP,WV,LR,II,YI,IW,AT,DH,WM,YV,WP,LF,PI,LI,LD
gi|353233077|emb|CCD80432.1|,1.701,11.9048,1,52.68656085,0.066,46.8254,0.876,0.2222,53.1746,0.3254,0.058201058,235,4.6534,0,1.566,7.672,8.9947,-0.712169312,57.1429,2.5344,0.661,111,0.661,0.918,2.381,41431.06,0.098,0.045,5.5556,1.068,9.3519,1.4471,2.6455,0.401,4.2328,0.941,0.407,0.5291,9.2593,1.102,16.4021,32.8042,-2.8509,0.856,18,1.712,2.9101,109.606,2.9101,7.672,1.162,5,0,1.5873,0.547,0.962,5.291,0.0106,0.0079,0.0132,0.0053,0.0106,0,0.0053,0.0132,0.0053,0.0079,0.0079,0.0079,0.0026,0.0053,0,0.0053,0.0079,0.0026,0.0026,0.0026,0.0026,0.0026,0,0,0.0026,0.0053,0.0053,0,0,0,0.0053,0.0053,0,0.0106,0.0053,0.0053,0,0,0,0,0,0,0.0053,0,0,0.0026,0,0,0.0053,0.0106,0,0.0026,0.0132,0,0.0106,0,0.0026,0.0026,0.0053,0,0.0053,0.0026,0.0026,0.0026,0.0026,0,0.0053,0.0053,0.0026,0,0.0026,0,0,0.0026,0,0.0026,0,0.0026,0.0079,0.0026,0.0026,0,0.0053,0,0,0.0026,0.0026,0,0.0026,0,0.0026,0,0,0.0026,0,0.0026,0.0026,0.0053,0.0053,0,0.0053,0.0053,0,0,0.0026,0,0.0079,0,0,0.0106,0,0,0,0,0.0053,0,0.0053,0,0,0,0.0026,0.0026
gi|685958272|gb|KGB34262.1|,1.13,7.9091,8,38.90884545,0.203,46.8182,0.895,0.3109,53.1818,0.2427,0.090909091,383,5.0573,1,0.928,4.5455,12.3636,-0.465,48.3636,2.5509,0.988,355,1.237,0.66,4.4545,125568.15,0.049,0.0336,3.2727,0.629,9.8973,1.3955,6.1818,0.937,6.6364,1.475,0.839,1.0909,4.7273,0.563,22,25.8182,-1.2638,1.043,28,0.802,3.5455,114.1529,1.3636,4.4545,0.675,9,0,2,0.69,1.174,6.4545,0.0109,0.0036,0.0018,0.01,0.0018,0.01,0.0018,0.0009,0.0036,0.0036,0.0027,0.0045,0.0036,0.0009,0.0073,0.0036,0.0027,0.0064,0.0064,0.0118,0.0009,0.0027,0.0036,0.0027,0.0009,0.0064,0.0036,0.0055,0.0018,0.0018,0.0027,0.0009,0,0.0018,0.0036,0.0064,0,0.0009,0.0018,0.0027,0.0009,0,0.0073,0.0018,0,0.0018,0.0018,0.0036,0.0082,0.0018,0.0009,0.0018,0.0009,0.0036,0.0036,0.0009,0.0018,0,0.0027,0.0009,0.0036,0,0.0009,0.0027,0.0027,0.0036,0.0055,0.0036,0.0027,0,0.0045,0.0045,0,0.0018,0.0027,0.0009,0,0.0118,0.0045,0.0027,0.0009,0.0018,0.0018,0.0027,0.0027,0,0.0036,0.0027,0.0018,0.0018,0.0018,0,0,0.0027,0.0009,0.0018,0.0036,0.0064,0.0018,0.0055,0.0073,0.0027,0.0027,0,0.0009,0,0,0.0018,0.0009,0.0064,0.0036,0.0018,0.0009,0.0018,0.0018,0,0.0018,0,0.0045,0.0027,0.0082,0.0064
gi|685963872|gb|KGB38971.1|,1.638,11.4679,3,46.22798165,0.049,38.5321,0.864,0.2615,61.4679,0.2202,0.041284404,114,4.7706,1,0.749,3.6697,6.8807,-0.683027523,52.2936,2.7477,0.183,66,0.765,0.979,2.7523,24392.48,0.108,0.0183,1.8349,0.353,9.5917,1.3073,5.9633,0.904,5.9633,1.325,0,0,2.7523,0.328,22.0183,25.6881,-0.3665,0.405,61,0.809,1.3761,111.8921,1.3761,6.8807,1.043,1,0,0.4587,0.158,2.168,11.9266,0.0183,0.0092,0.0046,0.0092,0.0046,0.0092,0,0,0.0046,0.0046,0.0092,0.0092,0.0092,0.0092,0.0046,0,0.0138,0.0046,0.0046,0,0,0,0.0092,0,0,0.0092,0,0,0.0046,0,0.0046,0,0,0,0,0.0413,0,0,0,0,0.0046,0,0.0138,0.0046,0,0.0092,0.0092,0,0.0046,0,0,0,0.0046,0,0.0046,0,0.0046,0,0,0,0,0,0,0,0,0.0046,0.0138,0.0046,0,0,0,0,0,0,0.0092,0,0,0.0046,0.0092,0.0046,0,0,0.0046,0,0,0,0.0046,0.0092,0,0,0,0,0,0,0,0.0092,0,0.0046,0,0.0046,0.0046,0.0092,0,0,0,0,0.0046,0,0,0.0046,0.0046,0,0,0,0,0,0.0046,0,0,0,0,0.0092
gi|226481351|emb|CAX73573.1|,1.794,12.5581,7,60.17370233,0.065,44.2791,0.925,0.2586,55.7209,0.2874,0.065116279,483,4.8307,0,1.101,5.3953,9.9535,-0.522046512,54.6047,2.5619,0.857,319,0.646,0.845,2.3256,120370.15,0.08,0.0512,5.0233,0.966,9.6521,1.3991,4.186,0.634,5.4884,1.22,0.644,0.8372,3.2558,0.388,19.3488,32.3721,-11.217,0.985,18,1.04,3.3488,111.9722,1.7674,4.5581,0.691,18,0,3.3488,1.155,0.863,4.7442,0.027,0.0112,0.0019,0.0102,0.0037,0.0065,0.0019,0.0065,0.0065,0.0009,0.0019,0.0074,0.0074,0.0037,0.0056,0.0019,0.0047,0.0112,0.013,0.0149,0.0028,0.0037,0.0037,0.0009,0.0009,0.0074,0.0047,0.0009,0.0019,0.0009,0.0065,0.0028,0.0009,0.0037,0.0019,0.0019,0,0,0,0.0009,0.0009,0.0019,0.0028,0,0.0028,0.0019,0.0028,0.0019,0.0047,0.0065,0.0009,0.0009,0.0074,0.0009,0.0047,0.0019,0.0028,0,0.0056,0,0.0056,0.0009,0,0.0009,0.0019,0.0019,0.0009,0.0047,0.0028,0.0019,0,0.0028,0,0.0009,0.0047,0.0019,0,0.0065,0.0065,0.0019,0.0037,0.0028,0.0037,0.0019,0,0,0.0065,0.0065,0.0019,0,0.0037,0.0009,0,0.0028,0,0.0084,0.0037,0.0009,0.0028,0.0019,0.0037,0.0019,0.0009,0,0.0019,0.0009,0.0047,0,0,0.0028,0.0009,0.0009,0.0019,0.0037,0.0009,0.0009,0.0019,0,0.0009,0.0019,0.0037,0.0037
gi|353229452|emb|CCD75623.1|,1.437,10.0559,4,46.84806331,0.067,49.9069,0.927,0.2337,50.0931,0.2924,0.06424581,475,4.6471,0,1.026,5.0279,8.7523,-0.41433892,59.7765,2.5121,0.894,291,0.802,0.836,2.8864,117163.21,0.082,0.0847,5.3073,1.021,9.3315,1.3538,4.5624,0.691,3.9106,0.869,0.859,1.1173,7.3557,0.876,16.946,37.8026,-8.1561,0.712,18,0.602,2.4209,109.0905,1.0242,4.6555,0.705,11,0,7.4488,2.569,0.999,5.4935,0.0121,0.0121,0.0074,0.0093,0.0019,0.0112,0.0056,0.0047,0.0056,0.0028,0.0028,0.0019,0.0084,0.0037,0.0009,0.0028,0.0047,0.0056,0.0084,0.0056,0.0009,0.0065,0.0047,0.0047,0.0093,0.0093,0.0056,0.0019,0.0019,0.0009,0.0056,0.0047,0.0019,0.0019,0,0.0074,0.0009,0,0.0009,0.0009,0,0.0047,0.0009,0.0047,0.0047,0.0009,0.0019,0.0019,0.0028,0.0065,0.0009,0,0.0084,0.0009,0.0037,0.0028,0.0019,0.0009,0.0047,0,0.0037,0.0009,0.0037,0.0019,0.0056,0.0019,0.0084,0.0019,0.0028,0.0019,0.0028,0.0065,0,0.0028,0.0019,0.0019,0.0009,0.0037,0.0102,0.0019,0,0.0019,0.0028,0,0,0.0019,0.0047,0.0037,0.0084,0.0028,0.0037,0.0009,0.0037,0.0028,0,0.0009,0.0009,0.0028,0.0028,0.0019,0.0009,0,0.0047,0.0009,0.0019,0,0.0009,0.0019,0,0.0037,0.0009,0,0,0.0028,0.0009,0,0.0019,0.0019,0.0028,0.0019,0.0028,0.0047
gi|685965278|gb|KGB39955.1|,1.633,11.4325,18,54.35647383,0.05,41.4601,0.818,0.23,58.5399,0.2713,0.048209366,418,4.8416,0,1.181,5.7851,7.438,-0.848071625,51.1019,2.5716,0.434,236,0.536,0.893,1.9284,81343.06,0.232,0.0289,6.1983,1.192,9.8444,1.4201,8.8154,1.336,4.4077,0.979,0.106,0.1377,4.1322,0.492,18.1818,28.0992,-14.4488,0.81,37,1.134,2.7548,112.0428,1.9284,5.5096,0.835,5,0,0.9642,0.332,1.077,5.9229,0.0207,0.0041,0.0055,0.0028,0.0041,0.0152,0.0014,0.0014,0,0.0028,0.0055,0.011,0.0083,0.0041,0.0152,0.0028,0.0014,0.0165,0.0041,0.0028,0,0.0069,0,0.0041,0,0.0055,0.0096,0.0069,0.0014,0,0.0083,0.0055,0,0.0014,0.0028,0.0055,0,0,0.0014,0,0.0069,0,0.0014,0.0014,0,0,0.0041,0.0041,0.0055,0.0055,0.0014,0.0028,0.0028,0,0.0028,0.0014,0.0028,0,0.0041,0,0,0.0014,0,0,0.0028,0.0014,0.0096,0.0069,0.0014,0,0.0028,0.0014,0,0.0069,0.0096,0.0041,0,0.0083,0.0055,0.0014,0,0.0014,0.0069,0.0014,0,0,0,0.0069,0,0.0028,0.0028,0.0014,0.0014,0.0028,0.0014,0,0.0014,0.0014,0.0069,0,0.0041,0.0055,0.0014,0.0014,0.0041,0,0.0041,0.0014,0,0.0055,0.0014,0.0014,0,0.0041,0.0014,0,0.0028,0.0014,0.0014,0.0041,0.0014,0.0041
gi|685963210|gb|KGB38450.1|,1.553,10.8696,0,44.75326087,0.167,48.913,0.778,0.3478,51.087,0.1848,0.054347826,27,4.9457,0,0.444,2.1739,7.6087,0.094565217,47.8261,2.5,0.147,35,1.208,0.561,4.3478,10159.42,0.127,0.0217,3.2609,0.627,10.1087,1.2826,8.6957,1.318,9.7826,2.174,0,0,3.2609,0.388,29.3478,29.3478,-1.0898,0.32,63,0,1.087,110.4285,0,11.9565,1.812,1,0,2.1739,0.75,0.395,2.1739,0,0.0109,0.0109,0,0.0109,0.0217,0,0,0.0109,0.0109,0,0,0,0,0,0,0,0.0217,0,0,0,0,0,0.0109,0,0.0109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109,0,0,0,0,0.0109,0,0.0109,0.0217,0,0,0,0,0,0.0109,0,0,0,0,0,0,0,0,0,0,0,0,0.0217,0,0,0,0,0,0,0.0109,0,0,0.0217,0.0109,0.0109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109,0,0,0,0,0,0,0,0,0,0,0,0.0217,0,0,0,0,0,0,0,0,0,0,0.0109
gi|685959400|gb|KGB35197.1|,1.348,9.434,0,48.18537736,0.135,48.1132,0.766,0.3113,51.8868,0.2264,0.089622642,56,5.1085,0,1.444,7.0755,11.3208,-0.378301887,49.0566,2.5425,1.759,61,0.786,0.616,2.8302,24688.24,0.118,0.0708,4.717,0.907,9.9858,1.4292,2.8302,0.429,5.1887,1.153,2.177,2.8302,1.8868,0.225,22.1698,26.4151,-0.2727,0.971,33,1.665,3.3019,116.454,2.8302,5.1887,0.786,5,0,4.2453,1.464,1.115,6.1321,0.0047,0.0189,0,0.0142,0.0047,0.0094,0,0,0.0047,0,0,0.0094,0.0094,0.0047,0.0142,0,0.0047,0.0094,0.0047,0.0094,0,0.0047,0,0,0,0.0142,0.0094,0.0047,0.0047,0.0094,0.0094,0.0047,0,0.0094,0.0047,0,0,0,0,0,0.0047,0,0,0,0,0,0.0047,0,0,0.0047,0,0.0047,0,0,0.0047,0,0.0094,0.0047,0.0047,0,0.0047,0,0,0.0047,0,0,0.0047,0.0094,0,0,0.0047,0,0,0,0,0.0047,0,0.0047,0,0.0047,0,0.0094,0.0094,0,0,0,0.0047,0.0047,0,0,0,0,0.0047,0,0.0047,0.0047,0,0,0,0,0.0047,0.0047,0.0047,0,0.0094,0,0.0047,0.0047,0,0.0094,0,0,0.0047,0.0094,0.0047,0,0,0,0.0047,0.0047,0.0142,0.0094
gi|685968906|gb|KGB42312.1|,1.484,10.3896,2,54.23862709,0.057,52.1336,0.93,0.2616,47.8664,0.2801,0.083487941,181,4.8033,0,1.022,5.0093,11.5028,-0.294990724,58.0705,2.4861,1.107,143,1.134,0.802,4.0816,59959.87,0.094,0.102,6.308,1.213,9.4434,1.3544,4.4527,0.675,3.8961,0.866,1.142,1.4842,5.7514,0.685,17.8108,35.0649,-3.2948,0.819,20,0.655,2.7829,111.2428,1.1132,6.679,1.012,5,0,9.0909,3.135,0.81,4.4527,0.0093,0.0056,0.0074,0.0074,0.0019,0.0093,0.0056,0.0056,0.0056,0.0037,0,0.0019,0.0093,0.0037,0,0.0019,0.0056,0.0056,0.0056,0,0.0019,0.0074,0.0037,0.0019,0.0074,0.0074,0.0093,0.0019,0.0037,0.0019,0.0093,0.0037,0.0019,0.0019,0,0.0019,0,0,0.0019,0,0,0.0056,0.0019,0.0037,0.0056,0.0019,0.0037,0,0.0019,0.0056,0,0,0.0056,0.0019,0.0074,0.0019,0.0019,0,0.0074,0,0.0056,0.0019,0.0074,0.0037,0.0074,0.0037,0.0056,0,0.0037,0.0056,0.0037,0.0019,0,0.0037,0.0019,0.0019,0.0019,0,0.0093,0.0037,0,0.0019,0.0019,0,0,0.0037,0.0074,0.0019,0.0093,0.0037,0.0019,0.0019,0.0037,0.0056,0,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0,0.0037,0,0.0037,0,0.0019,0.0019,0,0.0037,0.0019,0,0,0.0019,0.0019,0,0.0037,0.0037,0.0019,0,0.0037,0.0019
gi|353232808|emb|CCD80164.1|,1.325,9.2734,16,45.84777599,0.14,42.7539,0.708,0.2822,57.2461,0.2553,0.069048575,996,4.9839,2,0.893,4.3758,9.9558,-0.679205138,48.0931,2.6126,1.043,754,0.803,0.494,2.8904,285121.01,0.178,0.0365,3.613,0.695,9.8414,1.4079,5.821,0.882,6.0618,1.347,1.143,1.4853,3.9342,0.468,21.3167,24.0867,-17.2551,0.744,31,1.086,2.5291,114.4605,1.8466,4.3356,0.657,23,0,1.8065,0.623,1.336,7.3464,0.0112,0.0072,0.0036,0.0064,0.0044,0.0064,0.0016,0.002,0.0028,0.0032,0.0016,0.0044,0.0084,0.0028,0.0068,0.0028,0.006,0.0104,0.0092,0.0104,0.0016,0.0004,0.0032,0.004,0.0008,0.0108,0.002,0.0016,0.0016,0.0028,0.0076,0.0008,0.0016,0.0008,0.0012,0.0108,0.0012,0.0012,0.0016,0.002,0.0016,0.0008,0.008,0.002,0.0004,0.002,0.0008,0.002,0.0032,0.0036,0.002,0.0024,0.0012,0.0016,0.0028,0.002,0.0008,0.0004,0.0004,0.0008,0.0008,0.0004,0.0004,0.0016,0.0012,0.0028,0.006,0.0044,0.0016,0.0004,0.0008,0.0016,0.0012,0.0016,0.0068,0.0016,0,0.006,0.0036,0.0012,0.0028,0.0016,0.0008,0.0012,0,0.0004,0.0024,0.004,0.002,0,0.0028,0.0004,0.0016,0.002,0.0016,0.004,0.0016,0.0032,0.0012,0.0044,0.006,0.004,0.0004,0,0.0036,0.0012,0.0016,0.002,0.0004,0.0048,0.0036,0.0012,0.0008,0.0016,0.0032,0,0.0004,0.0008,0.0032,0.0028,0.0068,0.0064
gi|532219686|gb|AGT95752.1|,1.299,9.0909,0,45.67562863,0.093,48.7427,0.886,0.2882,51.2573,0.2263,0.059961315,163,4.9265,1,1.461,7.1567,9.4778,-0.369632495,51.6441,2.4739,0.712,167,0.752,0.857,2.7079,58125.48,0.081,0.0484,5.029,0.967,9.9555,1.4333,6.9632,1.055,5.6093,1.247,0.595,0.7737,4.2553,0.507,22.824,28.6267,-2.7827,0.74,43,0.91,2.5145,112.4284,1.5474,8.3172,1.26,2,0,3.2882,1.134,0.985,5.4159,0.0097,0.0116,0,0.0058,0.0077,0.0058,0,0.0058,0.0097,0,0.0039,0.0058,0.0039,0.0039,0.0097,0.0019,0.0039,0.0116,0.0019,0,0.0019,0.0039,0.0039,0.0039,0.0019,0.0058,0.0019,0.0058,0.0058,0.0039,0.0058,0,0.0019,0,0.0019,0,0,0,0.0019,0.0019,0.0019,0.0077,0.0039,0,0.0019,0.0019,0.0039,0,0.0097,0.0019,0,0.0019,0.0058,0.0019,0.0058,0,0.0077,0,0,0,0.0019,0,0.0019,0.0039,0.0058,0.0019,0.0039,0.0019,0,0,0,0.0039,0,0.0039,0.0039,0.0058,0,0.0097,0.0039,0.0019,0.0019,0.0019,0.0135,0.0058,0,0,0.0019,0.0039,0,0.0019,0.0039,0,0.0019,0,0.0039,0.0058,0,0.0039,0.0058,0.0019,0.0019,0.0058,0.0019,0,0.0019,0,0.0039,0.0019,0,0.0097,0.0019,0,0,0.0039,0.0058,0,0,0.0019,0.0039,0.0019,0.0058,0.0039
gi|685958395|gb|KGB34365.1|,1.925,13.4752,0,42.05602837,0.081,46.8085,0.959,0.3333,53.1915,0.2695,0.106382979,38,5.0851,1,1.737,8.5106,12.0567,-0.370212766,49.6454,2.539,0.895,55,1.576,0.91,5.6738,16135.6,0.04,0.0213,3.5461,0.682,10,1.4184,4.2553,0.645,4.2553,0.946,0.546,0.7092,4.2553,0.507,22.695,28.3688,-1.2086,1.252,19,0.834,4.2553,114.4369,1.4184,5.6738,0.86,1,0,0.7092,0.245,1.161,6.383,0.0213,0.0142,0,0.0142,0.0142,0.0071,0,0.0071,0.0071,0,0,0.0142,0.0142,0,0.0142,0,0.0142,0.0071,0.0071,0.0071,0.0071,0,0.0071,0,0,0.0071,0,0.0071,0.0071,0.0071,0,0,0,0,0,0.0071,0,0,0,0.0071,0,0,0,0,0,0,0.0071,0,0.0213,0,0.0071,0,0.0071,0.0071,0.0142,0,0.0142,0,0,0,0,0,0,0,0,0,0,0.0071,0,0,0,0,0,0,0.0071,0,0,0.0071,0.0071,0,0,0,0,0,0,0,0,0.0142,0,0,0,0,0,0.0071,0,0,0,0,0,0.0071,0.0071,0,0,0,0,0,0,0,0,0,0.0071,0,0,0,0,0,0,0,0.0213,0.0071,0.0071,0.0142
gi|685959752|gb|KGB35490.1|,1.258,8.8068,1,54.09616477,0.141,50.8523,0.862,0.2884,49.1477,0.2457,0.085227273,207,5,1,1.594,7.8125,12.2159,-0.441761364,48.5795,2.4759,1.113,218,0.947,0.849,3.4091,80624.15,0.052,0.0739,4.5455,0.874,9.8509,1.4673,4.5455,0.689,6.25,1.389,0.983,1.2784,5.5398,0.659,20.3125,26.9886,-3.1614,1.128,23,1.671,3.8352,114.5229,2.8409,5.5398,0.839,4,1,4.5455,1.567,1.059,5.8239,0.0071,0.0028,0.0057,0.0043,0.0085,0.0028,0.0071,0.0014,0.0085,0.0057,0,0.0057,0.0071,0.0043,0.0085,0.0014,0.0057,0.0099,0.0028,0.0028,0.0014,0,0.0043,0.0028,0.0028,0.0099,0,0.0014,0.0014,0.0014,0.0028,0,0.0014,0.0014,0,0.0043,0.0043,0,0.0028,0,0.0028,0.0014,0,0.0071,0.0014,0,0.0028,0,0.0043,0.0057,0.0014,0.0014,0.0014,0.0014,0.0057,0,0.0071,0,0,0.0014,0.0014,0.0014,0.0014,0.0028,0,0.0028,0.0014,0.0014,0.0043,0,0.0014,0.0014,0,0.0028,0.0071,0,0.0014,0.0043,0.0014,0.0043,0.0028,0,0.0028,0,0.0014,0.0014,0.0043,0.0085,0.0043,0,0.0014,0,0,0.0043,0,0,0,0.0014,0.0043,0.0043,0.0057,0.0043,0,0.0014,0.0043,0,0.0057,0.0071,0,0.0028,0.0028,0.0028,0.0014,0.0014,0,0.0014,0.0071,0,0.0057,0.0028,0.0043,0.0085
gi|685963352|gb|KGB38541.1|,1.758,12.3057,12,62.76207254,0.034,41.1917,0.393,0.2228,58.8083,0.2811,0.060880829,379,4.851,5,1.85,9.0674,10.1036,-0.874870466,51.4249,2.5518,0.732,238,0.72,0.933,2.5907,87838.48,0.656,0.0492,4.9223,0.947,9.728,1.5207,4.7927,0.726,2.9793,0.662,0.598,0.7772,4.2746,0.509,16.1917,29.9223,-9.8779,0.8,23,1.295,2.7202,113.7804,2.2021,4.7927,0.726,7,0,2.7202,0.938,0.942,5.1813,0.0168,0.0052,0.0039,0.0104,0.0078,0.0104,0.013,0.0052,0.0117,0.0052,0.0052,0.0039,0.0091,0.0078,0.013,0.0013,0.0026,0.0207,0.0065,0.0091,0,0,0.0013,0.0013,0.0013,0.0052,0.0078,0.0026,0.0026,0,0.0052,0.0013,0.0039,0.0013,0.0013,0.0104,0.0013,0,0,0.0026,0,0.0039,0.0052,0.0052,0.0026,0.0013,0.0052,0,0.0078,0.0078,0.0013,0,0.0078,0.0039,0.0052,0.0039,0.0052,0,0.0026,0,0.0039,0.0026,0.0013,0.0013,0.0013,0.0013,0.0039,0.0078,0.0013,0.0013,0.0026,0.0065,0,0.0065,0.0065,0,0,0.0078,0.0078,0,0.0013,0.0026,0.0013,0.0013,0.0013,0,0.0026,0.0052,0,0.0013,0.0013,0,0.0013,0.0013,0.0026,0.0065,0,0,0.0013,0.0013,0.0039,0.0026,0.0013,0,0.0052,0,0.0013,0.0026,0.0013,0.0065,0,0,0,0.0039,0,0,0,0,0,0.0026,0.0013,0.0039
gi|532219680|gb|AGT95749.1|,0.743,5.2,0,37.02364,0.069,58,0.951,0.328,42,0.252,0.092,54,4.992,0,0.898,4.4,13.2,-0.1036,52,2.412,0.879,85,1.333,0.805,4.8,27782.96,0.053,0.048,6.4,1.231,9.752,1.368,5.2,0.788,5.6,1.244,0.615,0.8,7.2,0.857,23.6,28,1.581,1.059,24,0.235,3.6,111.1318,0.4,7.6,1.152,0,0,4.4,1.517,0.655,3.6,0.004,0,0,0.004,0.004,0,0,0.004,0.012,0.004,0.004,0.004,0,0.004,0,0,0,0.008,0,0.008,0,0.008,0.008,0,0.008,0.008,0.008,0,0.004,0,0,0,0,0.004,0.004,0,0,0,0.008,0,0,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0,0.004,0.004,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0.004,0,0.004,0.004,0,0.004,0.008,0.004,0,0.004,0.008,0.004,0,0,0.012,0.004,0,0,0.004,0,0.004,0.004,0.004,0.008,0.004,0.004,0.004,0.008,0,0.004,0,0.004,0,0.004,0.008,0,0.008,0,0,0,0,0.004,0.008,0,0,0.008,0,0,0,0,0.004,0.012,0,0
gi|353229361|emb|CCD75532.1|,1.55,10.8491,0,38.48353774,0.059,54.2453,0.886,0.3349,45.7547,0.2877,0.099056604,53,4.8632,0,1.155,5.6604,11.7925,-0.102830189,55.6604,2.4811,0.643,80,1.441,0.886,5.1887,23156.33,0.111,0.0283,3.3019,0.635,9.6368,1.316,5.1887,0.786,5.6604,1.258,0,0,9.9057,1.179,23.5849,33.4906,-0.4883,1.387,18,0.555,4.717,109.228,0.9434,7.0755,1.072,0,0,1.8868,0.651,1.286,7.0755,0.0142,0.0047,0,0.0094,0.0094,0.0094,0.0094,0.0047,0,0,0.0094,0.0094,0.0047,0,0.0142,0,0.0094,0.0142,0.0047,0,0,0,0,0,0.0047,0.0047,0.0047,0,0.0047,0,0.0047,0,0,0.0047,0,0,0,0,0,0.0047,0.0047,0,0.0047,0,0.0047,0.0047,0.0142,0.0047,0.0094,0.0047,0,0,0.0094,0,0.0142,0,0,0,0,0,0,0,0,0,0.0047,0.0047,0,0,0,0,0,0.0047,0,0,0,0,0,0.0142,0.0094,0,0,0,0,0.0094,0,0,0,0,0,0.0047,0.0047,0,0,0.0047,0.0047,0,0.0047,0,0,0.0047,0.0047,0,0.0047,0,0.0047,0,0,0,0,0.0047,0.0047,0,0,0,0.0047,0,0.0047,0,0.0047,0,0.0047,0.0142
gi|685963383|gb|KGB38562.1|,1.099,7.6923,2,46.06005818,0.102,51.1959,0.889,0.2999,48.8041,0.2178,0.073691015,435,4.9677,2,1.359,6.658,10.1487,-0.267679379,50.2262,2.4822,1.106,517,0.934,0.694,3.3613,174230.88,0.065,0.0498,4.7835,0.92,9.894,1.4053,4.5249,0.686,5.2359,1.164,1.243,1.616,4.9127,0.585,22.6244,29.4764,1.1214,0.703,33,1.141,2.3917,112.625,1.9392,6.3995,0.97,10,0,3.0381,1.048,0.94,5.1713,0.0026,0.009,0.0045,0.0026,0.0058,0.0058,0.0058,0.0039,0.0019,0.0039,0.0039,0.0026,0.0026,0.0039,0.0097,0.0019,0.0032,0.0078,0.0026,0.0039,0,0.0039,0.0045,0.0019,0.0013,0.011,0.0052,0.0026,0.0032,0.0032,0.0006,0.0006,0.0019,0.0019,0,0.0032,0.0006,0.0019,0.0032,0.0019,0.0006,0.0006,0.0013,0.0006,0.0019,0.0013,0.0026,0.0019,0.0058,0.0039,0.0006,0.0006,0.0052,0.0006,0.0032,0.0019,0.0045,0.0006,0.0019,0.0006,0.0006,0.0006,0.0006,0.0045,0.0045,0.0013,0.0032,0.0045,0.0019,0.0013,0.0006,0.0052,0.0006,0.0052,0.0084,0.0026,0,0.0045,0.0052,0.0045,0.0013,0.0032,0.0058,0.0006,0,0.0019,0.0026,0.0032,0.0006,0.0006,0.0006,0,0.0026,0.0026,0.0006,0.0013,0.0006,0.0026,0.0013,0.0019,0.0052,0.0052,0.0026,0,0.0039,0,0.0032,0.0013,0.0006,0.0071,0.0026,0.0032,0.0013,0.0039,0.0013,0.0006,0,0.0006,0.0032,0.0026,0.0071,0.0052
