Sequence ID,Dayhoff statistic of serine,Percentage of serine,Binding Regions in Disordered Proteins,Instability Index,Secretory pathway signal peptide (SP),Percentage of non polar mole,Other subcellular location,Secondary helix fraction,Percentage of polar mole,Secondary turn fraction,Aromaticity,Count of linear B-cell epitopes,Average carbon sparing,Arginine and lysine propeptide cleavage sites,Dayhoff statistic of arginine,Percentage of arginine,Percentage of aromatic mole,Grand average of hydropathy (GRAVY),Percentage of small mole,Average oxygen sparing,Absobance A280,Proteasomal cleavages (MHC ligands),Dayhoff statistic of phenylalanine,Probability of Expression Inclusion Bodies,Percentage of phenylalanine,Molecular Weight,Mitochondrial targeting peptide (mTP),Average sulphur sparing,Percentage of proline,Dayhoff statistic of proline,Average hydrogen sparing,Average nitrogen sparing,Percentage of lysine,Dayhoff statistic of lysine,Percentage of isoleucine,Dayhoff statistic of isoleucine,Dayhoff statistic of tryptophan,Percentage of tryptophan,Percentage of glycine,Dayhoff statistic of glycine,Percentage of aliphatic mole,Percentage of tiny mole,Class I Immunogenicity score,Dayhoff statistic of tyrosine,Percentage of secondary helix,Dayhoff statistic of methionine,Percentage of tyrosine,Average Residue Weight,Percentage of methionine,Percentage of valine,Dayhoff statistic of valine,N-linked glycosylation sites,C-mannosylation sites,Percentage of cysteine,Dayhoff statistic of cysteine,Dayhoff statistic of aspartic acid,Percentage of aspartic acid,SS,TS,PS,SN,SR,ST,RR,SP,RS,HS,SA,DS,SD,SQ,RL,GQ,IS,LS,NS,NN,YG,TP,SF,IG,CG,SL,PV,IK,KN,VF,ES,HT,KM,PR,YK,DD,KW,WN,FD,PY,KY,CK,ND,NF,GC,FI,VG,GK,SV,SG,KF,MK,GS,HH,VS,AY,AR,WA,PP,YW,NY,MP,KC,TC,KV,FN,LK,QS,FG,CC,EP,TR,EW,RP,LP,PD,AW,KL,AS,IV,HE,ML,VV,HG,NW,MV,PN,KR,VC,GY,KD,VW,CN,NP,FK,HL,IF,FT,VP,DK,ET,VD,IC,MY,NR,FW,SH,HP,WV,LR,II,YI,IW,AT,DH,WM,YV,WP,LF,PI,LI,LD
gi|226479002|emb|CAX72996.1|,0.659,4.6099,0,27.40638298,0.989,54.6099,0.025,0.3617,45.3901,0.2057,0.141843972,59,5.4149,0,0.796,3.9007,15.9574,-0.290780142,43.2624,2.4504,2.036,95,1.576,0.748,5.6738,33315.66,0.014,0.0603,4.9645,0.955,10.2695,1.3972,7.8014,1.182,5.3191,1.182,2.182,2.8369,3.1915,0.38,21.9858,20.922,-1.282,1.669,29,1.877,5.6738,118.1406,3.1915,5.3191,0.806,3,1,2.8369,0.978,0.774,4.2553,0.0035,0,0.0035,0,0,0.0035,0,0,0,0,0,0.0071,0,0.0035,0.0035,0,0,0,0.0106,0,0.0035,0,0.0035,0.0035,0,0.0106,0,0,0.0035,0.0071,0,0,0.0071,0.0035,0.0035,0,0,0,0.0035,0.0071,0.0035,0.0071,0,0.0071,0,0.0035,0.0035,0.0071,0.0035,0,0.0035,0.0035,0,0,0.0106,0,0,0.0071,0.0035,0,0,0.0035,0.0035,0,0,0.0035,0.0177,0,0.0035,0,0,0.0035,0,0.0035,0,0.0035,0,0.0071,0.0035,0,0,0.0035,0,0,0,0.0035,0.0035,0.0035,0,0,0.0035,0,0,0.0035,0.0035,0,0.0106,0.0142,0,0,0,0.0035,0,0.0071,0.0035,0.0035,0,0,0,0.0071,0,0.0035,0.0035,0.0071,0,0,0.0071,0.0035,0,0.0035,0.0106,0.0106
gi|74774659|sp|Q5DF86.1|SJ144_SCHJA,0.667,4.6667,0,42.344,0.92,46,0.112,0.28,54,0.18,0.08,62,5,0,1.088,5.3333,10,-0.404,47.3333,2.5867,0.744,35,1.111,0.69,4,17408.29,0.019,0.1,3.3333,0.641,9.9,1.38,4.6667,0.707,6.6667,1.481,0.513,0.6667,2.6667,0.317,20,30,1.1647,0.98,36,0.392,3.3333,116.0553,0.6667,5.3333,0.808,4,0,9.3333,3.218,0.242,1.3333,0.0067,0,0,0,0.0067,0.0067,0,0,0,0,0,0,0,0,0.0067,0.0067,0.0067,0.0067,0.0067,0,0,0,0,0,0.0067,0,0,0,0.0067,0,0,0,0,0,0,0,0,0,0,0.0133,0.0067,0,0,0,0,0,0,0,0,0,0.0067,0,0,0,0,0,0,0,0,0,0,0,0,0.0133,0,0.0067,0,0,0,0.0133,0,0,0,0,0.0133,0.0067,0,0,0,0,0,0,0,0.0067,0,0,0,0.0067,0.0067,0,0,0,0,0.0133,0,0,0,0,0,0,0.0333,0,0,0,0,0,0,0,0,0,0,0,0.0067,0.0067,0,0,0.0067,0,0.0067,0,0.0067,0
gi|56756126|gb|AAW26241.1|,0.942,6.5963,0,47.02427441,0.036,54.8813,0.206,0.3351,45.1187,0.2111,0.050131926,85,4.9393,1,1.615,7.9156,7.9156,-0.054881266,51.4512,2.4327,0.422,128,0.513,0.783,1.847,42352.75,0.84,0.0475,5.5409,1.066,10.0976,1.4116,5.277,0.8,8.1794,1.818,0,0,5.0132,0.597,28.496,24.8021,0.8991,0.931,31,1.552,3.1662,111.7487,2.6385,10.8179,1.639,0,0,2.1108,0.728,1.151,6.3325,0.0026,0.0053,0,0,0.0079,0.0026,0.0053,0.0079,0.0106,0.0026,0.0026,0,0.0026,0,0.0079,0,0.0026,0.0026,0.0079,0.0053,0,0,0,0,0,0.0026,0.0026,0,0,0.0026,0.0079,0,0.0053,0.0053,0.0026,0.0079,0,0,0.0026,0.0053,0.0053,0.0026,0.0079,0,0.0026,0,0.0132,0,0.0079,0.0053,0,0,0,0.0026,0.0026,0.0053,0.0053,0,0.0053,0,0,0,0,0,0.0026,0,0,0.0079,0,0,0,0,0,0.0053,0.0079,0,0,0.0026,0.0053,0.0026,0.0053,0.0053,0.0185,0.0053,0,0.0026,0,0.0079,0.0026,0,0.0053,0,0,0.0026,0,0.0053,0.0026,0,0.0132,0,0.0079,0.0026,0,0,0,0,0.0026,0.0026,0,0.0079,0.0132,0.0079,0,0.0053,0,0,0.0026,0,0.0026,0.0053,0.0053,0.0106
gi|685936292|gb|KGB31404.1|,0.59,4.1322,0,29.74876033,0.058,47.9339,0.842,0.3058,52.0661,0.2562,0.099173554,22,5.1653,0,0.675,3.3058,14.0496,-0.581818182,44.6281,2.4463,0.425,39,1.837,0.764,6.6116,14016.76,0.153,0.0579,4.1322,0.795,10.1074,1.4628,10.7438,1.628,4.9587,1.102,0,0,5.7851,0.689,20.6612,20.6612,-2.1658,0.972,34,0.972,3.3058,115.841,1.6529,4.1322,0.626,5,0,4.1322,1.425,0.751,4.1322,0,0.0083,0,0.0083,0,0,0,0,0.0083,0,0,0,0,0,0.0083,0.0083,0,0.0083,0,0,0,0.0083,0,0.0083,0,0.0083,0.0083,0,0.0083,0.0083,0,0,0.0083,0,0,0,0,0,0,0,0,0,0,0.0083,0,0.0083,0.0083,0.0083,0,0,0.0083,0.0083,0.0083,0,0,0,0,0,0,0,0.0083,0,0.0165,0,0,0.0165,0.0248,0,0.0165,0,0,0,0,0,0,0.0083,0,0.0083,0.0083,0,0.0083,0,0,0.0083,0,0,0,0,0,0.0083,0,0,0,0,0.0083,0,0.0083,0,0,0,0,0,0.0083,0,0,0,0.0083,0,0,0.0083,0,0,0,0,0,0,0,0,0,0,0.0083,0.0083
gi|29841466|gb|AAP06498.1|,0.752,5.2632,3,29.47421053,0.062,49.4737,0.672,0.2632,50.5263,0.2211,0.057894737,99,4.8737,0,0.752,3.6842,6.3158,-0.551578947,47.8947,2.5105,0.612,56,0.731,0.783,2.6316,21151.49,0.312,0.0474,4.2105,0.81,9.9263,1.3579,10.5263,1.595,5.2632,1.17,0.405,0.5263,7.3684,0.877,20.5263,26.3158,-2.9045,0.774,52,1.858,2.6316,111.3236,3.1579,6.8421,1.037,1,0,1.5789,0.544,0.957,5.2632,0,0.0053,0,0,0,0.0053,0,0,0.0053,0,0.0053,0,0.0053,0.0053,0,0,0.0053,0.0053,0.0053,0,0.0105,0,0,0,0,0.0053,0,0.0053,0,0.0053,0,0,0,0,0,0,0,0,0,0.0053,0,0.0053,0,0,0,0,0,0.0105,0.0105,0.0053,0,0,0.0053,0,0,0.0053,0,0,0,0,0,0.0053,0,0.0053,0.0105,0,0.0105,0.0053,0,0,0,0,0,0,0,0,0,0.0158,0.0105,0,0,0,0,0,0,0,0,0.0105,0,0,0.0105,0,0,0,0.0053,0,0,0,0.0053,0,0,0.0105,0,0,0,0,0,0.0053,0,0.0053,0,0,0,0,0,0,0,0,0.0053,0,0,0.0105
gi|76155249|gb|AAX26505.2|,0.938,6.5693,0,24.88905109,0.122,54.0146,0.853,0.3066,45.9854,0.219,0.087591241,53,4.8905,0,0.894,4.3796,10.219,-0.177372263,56.2044,2.4745,0.761,38,1.419,0.685,5.1095,15059.56,0.074,0.0365,3.6496,0.702,9.7299,1.3212,8.0292,1.217,5.1095,1.135,0.561,0.7299,7.2993,0.869,21.8978,29.1971,0.1947,0.859,52,1.717,2.9197,109.9238,2.9197,13.1387,1.991,2,0,0.7299,0.252,1.062,5.8394,0.0073,0,0.0073,0,0,0,0.0073,0,0.0073,0,0,0,0.0073,0,0.0146,0,0.0073,0,0,0,0,0.0073,0.0073,0.0146,0,0,0,0,0.0073,0.0146,0,0,0,0,0.0073,0.0073,0,0,0.0146,0,0,0,0.0073,0,0,0,0.0219,0.0073,0.0146,0,0,0.0146,0,0,0,0,0,0,0,0,0,0,0,0,0.0219,0,0,0.0073,0,0,0,0,0,0,0,0,0,0,0.0146,0.0073,0,0,0.0146,0.0073,0,0.0146,0,0.0073,0,0,0,0,0,0.0073,0.0073,0,0,0.0073,0,0,0,0,0,0,0.0073,0,0,0,0,0,0.0073,0,0,0.0073,0,0,0.0073,0.0073,0,0,0.0073,0
gi|1002616|gb|AAC46886.1|,0.856,5.9908,0,41.96520737,0.046,55.2995,0.745,0.2788,44.7005,0.2373,0.062211982,167,4.7719,0,0.611,2.9954,8.2949,-0.16843318,53.2258,2.4608,0.817,126,0.768,0.688,2.765,46992.99,0.308,0.0484,3.9171,0.753,9.6429,1.3065,7.6037,1.152,7.3733,1.639,0.709,0.9217,8.0645,0.96,21.659,32.0276,-0.5907,0.745,42,1.762,2.5346,108.2788,2.9954,5.9908,0.908,1,0,1.8433,0.636,1.005,5.53,0.0046,0.0046,0.0023,0.0023,0.0023,0.0069,0,0.0023,0.0046,0.0023,0.0023,0.0046,0.0023,0,0.0046,0.0023,0.0023,0.0023,0.0023,0,0.0023,0,0.0023,0.0069,0,0.0046,0.0046,0.0092,0.0092,0,0.0046,0,0,0,0.0023,0.0046,0,0,0.0046,0,0.0092,0.0046,0,0.0023,0,0.0023,0.0069,0.0069,0,0.0069,0.0023,0.0046,0.0046,0,0.0092,0.0023,0.0046,0,0,0,0,0.0023,0,0,0.0069,0.0023,0.0069,0,0,0,0,0,0,0,0.0046,0.0023,0,0.0092,0.0092,0.0046,0.0046,0,0.0023,0,0,0.0023,0.0023,0.0046,0.0023,0.0023,0,0,0.0046,0.0069,0.0023,0,0.0023,0.0023,0.0046,0.0023,0.0046,0.0023,0,0.0023,0,0,0.0046,0.0023,0,0.0046,0.0023,0.0023,0,0,0,0,0,0.0023,0.0023,0.0023,0.0023,0.0069
gi|22094807|gb|AAM91993.1|AF527012_1,1.033,7.2289,0,36.77831325,0.922,54.2169,0.038,0.2892,45.7831,0.2289,0.060240964,20,4.759,0,0.738,3.6145,8.4337,-0.104819277,54.2169,2.4699,0.485,22,0.669,0.717,2.4096,9216.39,0.038,0.1205,3.6145,0.695,9.6627,1.3253,7.2289,1.095,4.8193,1.071,0,0,6.0241,0.717,22.8916,32.5301,-1.4011,1.063,34,0.709,3.6145,111.0408,1.2048,6.0241,0.913,1,0,10.8434,3.739,1.095,6.0241,0,0,0.012,0,0,0.012,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0.0241,0,0,0.0241,0.012,0,0,0,0,0,0,0,0,0,0,0,0.012,0.012,0,0.012,0,0,0.012,0,0.012,0,0.012,0.012,0,0,0,0,0,0,0,0.0361,0,0.012,0.012,0,0,0,0,0,0.0241,0,0.012,0,0,0,0.012,0,0,0.012,0,0,0,0.012,0,0,0,0,0,0.0241,0,0.012,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0.012,0,0,0,0,0,0,0,0.012,0,0
gi|56757419|gb|AAW26878.1|,1.199,8.3933,0,34.8146283,0.079,54.1966,0.497,0.307,45.8034,0.2638,0.09352518,128,5.0048,0,0.93,4.5564,12.7098,-0.244604317,49.1607,2.4436,1.156,127,1.266,0.876,4.5564,46598.65,0.331,0.0432,5.2758,1.015,9.8058,1.3741,6.235,0.945,8.6331,1.918,1.107,1.4388,6.9544,0.828,21.3429,29.0168,-0.3444,0.987,27,1.27,3.3573,111.7474,2.1583,3.5971,0.545,3,0,2.1583,0.744,1.003,5.5156,0.0096,0,0.0096,0.0072,0.0024,0,0.0024,0.0072,0,0.0024,0,0.0024,0.0048,0.0072,0.0024,0,0.0072,0.0144,0,0.0024,0.0024,0,0.0048,0.0072,0.0024,0.0072,0.0024,0.0096,0.0096,0.0024,0.0024,0,0,0.0024,0,0.0024,0.0024,0.0024,0.0072,0,0.0024,0,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.012,0,0.0024,0.0024,0,0,0.0072,0.0024,0,0.0048,0,0,0.0048,0,0.0024,0,0,0.0048,0.0072,0,0,0,0,0,0.0024,0.0024,0.0024,0,0.0072,0.0024,0,0,0,0,0.0024,0,0,0,0.0024,0,0,0.0048,0,0.0024,0.0096,0,0,0.0024,0.0048,0,0,0,0.0048,0,0.0024,0.0024,0,0.0048,0,0,0.0048,0.0024,0,0.0024,0.0024,0,0.0024,0.0024,0,0.0024,0.0072,0.0096,0
gi|31044498|gb|AAO59420.2|,1.165,8.1571,0,30.07432024,0.14,56.4955,0.499,0.3444,43.5045,0.2538,0.057401813,64,4.852,0,1.048,5.136,8.7613,0.059818731,54.3807,2.4199,0.827,109,0.587,0.846,2.1148,36164.52,0.302,0.0393,4.2296,0.813,9.8489,1.3595,5.4381,0.824,8.4592,1.88,0.697,0.9063,7.855,0.935,28.7009,28.0967,0.6198,0.8,27,1.244,2.719,109.2584,2.1148,11.7825,1.785,0,0,1.8127,0.625,0.934,5.136,0.006,0.006,0,0.006,0.003,0.003,0.003,0.003,0.006,0,0.0151,0.006,0.003,0,0.0121,0.003,0.003,0.0091,0.0091,0.003,0,0,0,0.0151,0,0.0091,0.0121,0.003,0,0,0.003,0.006,0,0,0.003,0.003,0.003,0,0,0,0.006,0.0091,0,0.003,0.003,0,0.006,0,0.006,0.003,0,0.003,0,0,0.006,0.003,0.0091,0.003,0,0,0,0,0,0.003,0.0091,0,0.003,0.003,0,0,0,0.003,0,0,0.003,0.003,0,0.006,0.003,0.006,0,0.003,0.0181,0.0121,0,0,0.006,0,0,0.006,0.003,0.003,0,0.006,0.003,0,0.003,0,0.003,0.003,0,0.0091,0,0,0,0,0.003,0,0,0.0091,0.0091,0,0,0.003,0,0,0.006,0,0,0.003,0.006,0.006
gi|76156087|gb|AAX27321.2|,0.763,5.3435,0,38.60572519,0.617,58.7786,0.431,0.374,41.2214,0.2595,0.129770992,124,5.2767,0,0.857,4.1985,16.2214,-0.125381679,46.5649,2.4294,1.82,180,1.431,0.831,5.1527,59992.27,0.043,0.0382,6.2977,1.211,10.0248,1.3492,5.3435,0.81,8.5878,1.908,1.762,2.2901,8.3969,1,24.4275,23.2824,4.8211,1.628,18,1.796,5.5344,114.4891,3.0534,6.6794,1.012,3,0,0.7634,0.263,0.798,4.3893,0.0057,0.0038,0.0019,0.0019,0,0.0019,0,0.0057,0.0019,0,0,0.0019,0.0038,0,0.0038,0,0.0076,0,0.0019,0.0019,0.0095,0.0019,0.0019,0.0038,0.0019,0.0076,0.0095,0.0057,0.0019,0,0.0038,0,0.0019,0,0,0,0.0019,0.0019,0.0019,0.0038,0.0019,0,0,0.0038,0,0.0038,0.0038,0.0019,0.0038,0.0019,0.0019,0.0057,0.0115,0.0038,0.0019,0,0.0076,0,0.0019,0,0.0019,0,0.0019,0,0.0038,0.0019,0.0095,0.0038,0.0076,0,0.0019,0.0057,0.0038,0.0038,0.0057,0.0019,0.0019,0.0038,0,0.0038,0,0.0095,0.0038,0.0038,0,0.0019,0.0038,0.0019,0,0.0038,0.0038,0.0019,0,0.0038,0,0.0057,0.0095,0.0076,0.0095,0.0038,0,0,0.0019,0.0038,0,0.0019,0.0038,0.0038,0.0038,0.0115,0.0057,0.0019,0.0019,0.0019,0,0.0019,0.0038,0.0019,0.0019,0.0057,0.0057,0.0057
gi|189502946|gb|ACE06854.1|,0.728,5.0926,3,38.98983025,0.943,50.463,0.114,0.3009,49.537,0.2037,0.066358025,272,4.8951,0,0.787,3.858,7.5617,-0.320833333,50.1543,2.5355,0.271,209,1.286,0.578,4.6296,71453.45,0.03,0.0185,3.7037,0.712,9.875,1.3102,8.7963,1.333,7.0988,1.578,0,0,7.2531,0.863,23.4568,26.8519,1.509,0.59,48,0.817,2.0062,110.2677,1.3889,8.642,1.309,0,0,0.463,0.16,1.207,6.6358,0.0046,0.0015,0.0015,0.0031,0,0.0062,0.0015,0,0.0015,0,0.0077,0.0031,0.0031,0.0015,0.0046,0,0.0062,0.0015,0.0015,0,0.0046,0.0015,0.0031,0.0062,0,0.0062,0.0015,0.0015,0.0062,0.0093,0.0046,0,0.0031,0.0015,0,0,0,0,0.0108,0.0015,0,0,0.0046,0,0,0,0.0062,0.0062,0.0015,0.0015,0.0031,0.0031,0.0046,0,0.0046,0.0077,0.0031,0,0.0046,0,0,0,0,0,0.0062,0.0031,0.0062,0.0031,0,0,0.0046,0.0031,0,0,0,0.0015,0,0.0077,0,0,0,0.0015,0.0077,0,0,0.0015,0.0015,0.0046,0.0015,0,0.0062,0,0,0.0046,0,0.0015,0.0015,0.0015,0.0031,0.0108,0.0031,0.0015,0,0,0.0031,0,0,0,0,0.0062,0.0077,0,0,0.0031,0,0,0.0046,0,0.0062,0.0015,0.0062,0.0077
gi|126256502|gb|ABO09815.1|,0.783,5.4795,0,32.47625571,0.916,52.968,0.099,0.3242,47.032,0.2329,0.127853881,59,5.2785,1,0.932,4.5662,16.4384,-0.533789954,46.1187,2.4064,1.889,78,1.142,0.513,4.1096,25595.84,0.02,0.0639,4.5662,0.878,10.1233,1.4749,10.5023,1.591,4.1096,0.913,1.756,2.2831,5.0228,0.598,19.6347,22.8311,-3.0145,1.88,31,1.074,6.3927,116.876,1.8265,6.8493,1.038,1,0,4.5662,1.575,0.664,3.653,0,0,0,0.0046,0.0046,0.0046,0,0,0.0046,0,0.0046,0,0,0,0,0.0137,0,0.0046,0.0091,0.0046,0.0091,0,0,0.0046,0.0046,0.0046,0,0,0.0046,0,0,0.0046,0,0.0046,0.0091,0,0.0046,0.0046,0,0.0046,0.0091,0.0046,0,0,0.0046,0.0046,0.0046,0.0046,0.0091,0,0.0046,0,0,0,0,0,0,0.0046,0.0046,0,0.0091,0,0.0046,0,0.0091,0.0046,0.0046,0.0091,0,0,0,0.0046,0,0.0046,0,0,0.0046,0.0137,0.0046,0.0046,0.0046,0,0.0046,0.0046,0.0046,0.0046,0,0,0.0046,0,0.0091,0.0046,0.0046,0,0,0,0,0.0091,0,0,0,0.0091,0,0.0046,0.0046,0,0,0,0.0046,0.0091,0,0,0,0,0.0046,0,0,0,0.0091,0.0046,0,0
gi|76156135|gb|AAX27367.2|,0.877,6.1404,0,35.84517544,0.074,57.8947,0.902,0.3596,42.1053,0.2149,0.118421053,54,5.3114,0,0.716,3.5088,14.9123,-0.150438596,43.4211,2.4474,1.664,84,1.34,0.612,4.8246,26378.87,0.079,0.0614,7.8947,1.518,10.1447,1.3202,7.4561,1.13,8.7719,1.949,1.687,2.193,5.2632,0.627,24.1228,22.3684,0.3787,1.419,35,1.29,4.8246,115.6968,2.193,4.8246,0.731,0,1,3.9474,1.361,1.116,6.1404,0,0,0.0132,0,0.0044,0,0,0,0,0,0,0,0.0044,0,0.0044,0,0.0044,0.0175,0,0,0.0044,0,0,0,0.0044,0.0132,0.0088,0.0044,0,0.0044,0,0,0.0044,0,0,0,0.0044,0,0.0044,0,0.0044,0,0,0.0044,0,0.0088,0.0044,0.0044,0,0,0,0.0044,0,0,0,0,0,0,0.0044,0,0.0044,0,0.0044,0,0.0044,0.0044,0.0132,0.0044,0.0044,0.0044,0,0,0,0.0044,0.0044,0.0088,0,0.0044,0,0,0,0.0088,0,0,0,0,0.0044,0,0,0,0,0,0,0,0,0.0088,0.0088,0,0.0044,0.0044,0,0.0044,0.0044,0,0.0044,0,0.0044,0.0044,0,0.0044,0.0044,0.0044,0,0.0044,0,0,0.0044,0,0,0.0044,0.0044,0.0088
gi|399939|sp|P08418.2|HSP70_SCHMA,0.83,5.8085,6,35.57835165,0.12,49.9215,0.853,0.2716,50.0785,0.2182,0.06122449,278,4.7975,1,0.993,4.8666,7.3783,-0.420879121,52.1193,2.5322,0.477,196,0.959,0.538,3.4537,69872.26,0.074,0.0314,3.2967,0.634,9.7268,1.3375,8.0063,1.213,6.5934,1.465,0.242,0.314,8.4772,1.009,21.0361,30.1413,0.1591,0.693,41,1.2,2.3548,109.6896,2.0408,7.2214,1.094,6,0,1.0989,0.379,1.313,7.2214,0.0047,0,0.0031,0.0016,0,0.0031,0.0031,0,0.0016,0,0.0078,0.0047,0.0063,0.0031,0.0063,0,0.0047,0.0078,0.0016,0.0016,0.0031,0.0031,0,0.0047,0,0.0047,0.0016,0.0016,0.0031,0.0047,0.0063,0,0.0047,0.0016,0.0031,0.0016,0,0,0.0094,0,0.0031,0,0.0047,0,0,0,0.0063,0.0094,0.0016,0.0063,0.0016,0.0047,0.0031,0,0.0063,0.0047,0.0016,0,0.0016,0,0,0.0031,0.0031,0,0.0078,0.0031,0.0031,0.0031,0,0,0.0016,0.0031,0,0,0,0.0016,0,0.0031,0.0016,0.0016,0.0031,0,0,0.0016,0,0.0047,0.0016,0.0078,0.0016,0,0.0047,0,0,0.0031,0,0.0016,0.0031,0.0031,0.0016,0.0078,0.0016,0.0047,0.0016,0,0.0031,0,0,0,0,0.0063,0.0063,0,0,0.0016,0.0016,0,0.0031,0.0016,0.0016,0.0016,0.0078,0.0063
gi|29841185|gb|AAP06198.1|,0.799,5.5921,0,32.95657895,0.057,55.2632,0.71,0.3125,44.7368,0.1974,0.069078947,86,4.9408,0,0.806,3.9474,8.5526,-0.018092105,49.6711,2.4408,0.385,96,1.371,0.655,4.9342,33619.83,0.281,0.0493,4.2763,0.822,9.9737,1.3224,8.2237,1.246,7.2368,1.608,0.253,0.3289,4.9342,0.587,24.3421,27.3026,-0.5346,0.484,58,1.935,1.6447,110.5915,3.2895,8.5526,1.296,0,0,1.6447,0.567,0.837,4.6053,0,0.0066,0.0033,0.0033,0.0033,0,0,0,0.0066,0,0.0066,0.0033,0,0,0.0033,0,0.0033,0.0164,0,0.0033,0.0033,0.0033,0.0033,0,0,0.0099,0,0.0066,0.0066,0.0066,0,0,0,0,0,0,0,0,0.0066,0,0,0,0.0033,0,0.0033,0.0033,0.0066,0.0033,0,0,0.0066,0,0.0033,0,0,0,0.0033,0,0,0,0,0,0.0033,0,0.0099,0,0.0033,0,0,0,0,0,0.0033,0,0.0066,0,0,0.0033,0,0.0033,0,0.0033,0.0099,0,0,0.0033,0,0,0,0.0033,0.0033,0,0,0,0.0099,0.0066,0.0033,0.0066,0.0066,0.0033,0.0033,0.0033,0,0,0.0033,0,0,0.0033,0,0.0033,0.0066,0,0,0.0066,0,0,0,0,0,0,0,0.0066
gi|74768213|sp|Q5BQU9.1|SJ800_SCHJA,0.85,5.9524,0,58.44892857,0.951,58.3333,0.078,0.3095,41.6667,0.1905,0.107142857,3,4.9405,0,1.215,5.9524,11.9048,0.095238095,50,2.4524,1.608,15,1.323,0.496,4.7619,9622.95,0.017,0.1667,1.1905,0.229,9.6905,1.3333,4.7619,0.722,7.1429,1.587,1.832,2.381,7.1429,0.85,20.2381,35.7143,0.8841,1.05,45,1.401,3.5714,114.5589,2.381,4.7619,0.722,0,0,14.2857,4.926,0.649,3.5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119,0.0238,0,0.0119,0,0,0.0119,0.0119,0.0119,0,0,0,0.0119,0,0,0,0,0,0,0,0,0.0119,0,0.0119,0.0119,0,0,0,0,0,0,0,0.0238,0,0.0119,0,0,0,0,0,0,0,0,0,0,0.0119,0.0119,0,0,0,0,0,0.0238,0,0,0,0,0,0,0,0.0119,0,0,0,0.0119,0,0,0,0,0,0,0.0238,0.0119,0,0,0,0,0,0,0,0.0119,0,0.0119,0.0119,0,0,0,0,0,0,0,0,0.0119,0.0238,0.0119,0,0,0,0,0,0,0,0,0,0
gi|29841216|gb|AAP06229.1|,0.524,3.6697,0,36.81100917,0.176,57.7982,0.625,0.3486,42.2018,0.1789,0.123853211,37,5.3624,0,0.843,4.1284,15.1376,-0.358715596,38.9908,2.4725,1.681,88,1.147,0.558,4.1284,25497.8,0.171,0.0596,5.9633,1.147,10.2431,1.3349,9.633,1.46,5.9633,1.325,1.411,1.8349,6.422,0.765,22.4771,19.2661,-0.3861,1.889,53,2.428,6.422,116.9624,4.1284,4.1284,0.626,0,0,1.8349,0.633,1.418,7.7982,0.0046,0,0,0,0.0046,0,0,0.0046,0,0,0,0,0,0,0.0092,0,0.0046,0.0046,0,0,0.0046,0,0,0,0,0,0,0.0046,0,0,0,0,0.0046,0,0,0,0.0046,0,0,0.0046,0.0138,0,0,0,0.0046,0,0,0,0,0,0.0046,0,0,0,0.0046,0.0046,0,0,0.0046,0.0046,0,0,0,0,0.0046,0,0.0138,0.0046,0.0046,0,0,0.0046,0,0,0.0092,0.0046,0.0046,0.0138,0,0,0,0.0183,0.0046,0,0,0,0.0046,0.0046,0.0046,0.0046,0.0046,0,0,0,0.0046,0.0046,0,0,0,0.0138,0.0046,0.0046,0,0,0,0,0,0.0092,0,0,0.0046,0.0138,0,0.0046,0.0092,0,0,0.0046,0,0.0046,0,0.0138
gi|76153279|gb|AAX24922.2|,0.731,5.1151,1,37.91048593,0.056,49.6164,0.932,0.3095,50.3836,0.2072,0.058823529,110,4.9616,0,1.305,6.3939,8.9514,-0.341176471,48.0818,2.5269,0.982,123,0.71,0.612,2.5575,44223.63,0.078,0.0358,2.5575,0.492,9.9463,1.4194,4.8593,0.736,6.1381,1.364,1.18,1.5345,5.3708,0.639,25.0639,24.8082,3.0258,0.527,50,1.354,1.7903,113.1039,2.3018,5.3708,0.814,2,0,1.2788,0.441,1.395,7.6726,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,0.0051,0.0026,0.0026,0.0051,0.0051,0.0026,0.0051,0,0.0051,0.0051,0,0.0026,0.0051,0.0051,0,0.0026,0.0026,0.0026,0,0.0051,0,0,0.0077,0.0026,0.0077,0,0,0.0026,0,0.0026,0,0,0,0,0,0.0051,0.0051,0.0051,0.0051,0,0.0077,0.0051,0.0077,0,0,0.0051,0,0,0.0051,0,0,0,0,0,0.0026,0,0,0,0,0.0102,0.0077,0,0,0.0026,0,0.0051,0,0,0.0026,0.0026,0.0026,0.0026,0.0051,0.0077,0.0051,0,0.0051,0.0026,0.0026,0,0,0.0102,0,0,0.0077,0,0,0,0,0.0051,0,0.0051,0.0026,0.0077,0.0051,0.0026,0,0.0026,0.0051,0,0,0,0.0026,0.0026,0,0,0.0026,0.0026,0,0,0,0,0.0051,0.0026,0.0077,0.0051
