Sequence ID,Dayhoff statistic of serine,Percentage of serine,Secondary turn fraction,Instability Index,Proteasomal cleavages (MHC ligands),Molecular Weight,Count of linear B-cell epitopes,Dayhoff statistic of proline,Percentage of proline,N-linked glycosylation sites,Probability of Expression Inclusion Bodies,Dayhoff statistic of lysine,Secretory pathway signal peptide (SP),Mitochondrial targeting peptide (mTP),Percentage of lysine,Molar Extinction Coefficient A280,Arginine and lysine propeptide cleavage sites,Dayhoff statistic of asparagine,Dayhoff statistic of histidine,Binding Regions in Disordered Proteins,Percentage of histidine,Percentage of secondary helix,Dayhoff statistic of methionine,Percentage of asparagine,Percentage of methionine,Percentage of non polar mole,Percentage of small mole,Percentage of polar mole,Average hydrogen sparing,Average sulphur sparing,Dayhoff statistic of arginine,Percentage of arginine,Average oxygen sparing,Average nitrogen sparing,Percentage of isoleucine,Dayhoff statistic of isoleucine,Secondary sheet fraction,Dayhoff statistic of alanine,Percentage of alanine,Secondary helix fraction,Percentage of aliphatic mole,C-mannosylation sites,Dayhoff statistic of valine,Percentage of valine,Grand average of hydropathy (GRAVY),Class I Immunogenicity score,Percentage of glycine,Dayhoff statistic of glycine,SS,SN,PS,PL,LS,SQ,NS,SP,SR,QP,KV,LN,ST,GK,HS,DS,KA,PP,PR,GA,RS,II,RR,NN,EK,ME,QS,SD,MK,DK,IV,SV,PV,LP,VP,KK,SL,SE,AM,AI,KL,PG,IA,AK,KT,RL,PI,HL,RF,LG,GD,EN,AV,RP,YM,NP,TF,HN,TR,NH,VI,YH,FP,DF,SA,VK,AS,IP,AD,NL,YI,CC,NR,LR,KN,FS,TS,PE,IE,MA,FH,CK,DG,VT,PQ,DH,IK,MQ,IG,IS,PH,KD,WC,GI,GV,FI,EP,IH,RH,CV,QA,HY,IF,DM,IY,CP,GH,WR,WS,HF,PY,VV,HW,KG,KF,NE,YP,KC,HQ,MG
Smp_054340.2,0.916,6.4151,0.2,31.3760377358,170,57021.3,153,0.544,2.8302,1,0.556,0.972,0.189,0.080,6.4151,18450,0,0.746,1.132,0,2.2642,57,1.776,3.2075,3.0189,54.717,51.1321,45.283,9.7509,0.0396,1.001,4.9057,2.4642,1.3245,7.5472,1.677,0.3302,1.382,11.8868,0.2849,25.0943,0,1.001,6.6038,-0.0422641509434,0.9505,7.5472,0.898,0.0038,0.0,0.0019,0.0,0.0113,0.0019,0.0,0.0038,0.0,0.0038,0.0075,0.0,0.0019,0.0019,0.0,0.0075,0.0019,0.0,0.0057,0.0113,0.0019,0.0094,0.0075,0.0019,0.0057,0.0038,0.0038,0.0019,0.0019,0.0113,0.0057,0.0038,0.0,0.0019,0.0,0.0,0.0075,0.0,0.0057,0.0094,0.0113,0.0057,0.0113,0.0075,0.0038,0.0094,0.0019,0.0019,0.0019,0.0075,0.0057,0.0019,0.0057,0.0019,0.0,0.0038,0.0019,0.0019,0.0,0.0,0.0019,0.0,0.0,0.0019,0.0075,0.0057,0.0019,0.0,0.0132,0.0038,0.0,0.0,0.0019,0.0113,0.0019,0.0019,0.0057,0.0038,0.0057,0.0038,0.0,0.0,0.0038,0.0094,0.0019,0.0,0.0019,0.0,0.0075,0.0075,0.0,0.0019,0.0,0.0019,0.0113,0.0038,0.0,0.0,0.0019,0.0019,0.0,0.0,0.0,0.0038,0.0019,0.0,0.0019,0.0019,0.0,0.0019,0.0,0.0,0.0,0.0038,0.0,0.0019,0.0019,0.0,0.0019,0.0038
AY815442,1.303,9.1241,0.2372,27.9989051095,80,30507.34,52,0.421,2.1898,5,0.858,0.995,0.971,0.018,6.5693,32890,0,1.613,1.095,0,2.1898,27,2.147,6.9343,3.6496,61.3139,47.0803,38.6861,10.0803,0.0766,0.298,1.4599,2.3686,1.2555,13.8686,3.082,0.219,0.679,5.8394,0.4015,29.562,0,0.664,4.3796,0.568613138686,-0.6548,5.4745,0.652,0.0073,0.0036,0.0,0.0036,0.0109,0.0036,0.0073,0.0,0.0036,0.0036,0.0,0.0036,0.0036,0.0036,0.0036,0.0,0.0036,0.0,0.0,0.0036,0.0036,0.0146,0.0,0.0036,0.0,0.0,0.0,0.0073,0.0036,0.0036,0.0146,0.0036,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0109,0.0036,0.0,0.0073,0.0036,0.0036,0.0036,0.0073,0.0036,0.0,0.0073,0.0073,0.0,0.0073,0.0,0.0,0.0,0.0036,0.0,0.0,0.0036,0.0109,0.0,0.0,0.0036,0.0036,0.0,0.0,0.0036,0.0036,0.0073,0.0109,0.0109,0.0,0.0,0.0036,0.0,0.0036,0.0,0.0,0.0036,0.0036,0.0073,0.0,0.0,0.0036,0.0,0.0073,0.0,0.0146,0.0146,0.0,0.0,0.0,0.0146,0.0,0.0036,0.0,0.0,0.0,0.0,0.0073,0.0073,0.0036,0.0,0.0073,0.0036,0.0,0.0,0.0036,0.0036,0.0,0.0,0.0,0.0,0.0146,0.0,0.0036,0.0,0.0,0.0036
Smp_032580.1,0.970,6.7873,0.1946,43.2285067873,72,24483.96,68,0.435,2.2624,1,0.597,1.028,0.051,0.164,6.7873,17420,0,0.631,1.584,1,3.1674,64,2.396,2.7149,4.0724,52.9412,47.9638,47.0588,9.7511,0.0498,0.923,4.5249,2.5023,1.3258,6.3348,1.408,0.3032,1.105,9.5023,0.2851,20.8145,0,1.097,7.2398,-0.230769230769,0.6498,7.6923,0.916,0.0045,0.0045,0.009,0.0,0.0045,0.0,0.0045,0.0045,0.0045,0.0,0.0,0.0,0.0136,0.0,0.0,0.0045,0.009,0.0,0.0,0.009,0.0,0.0045,0.0,0.0,0.0181,0.009,0.0,0.0,0.0045,0.0045,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.009,0.0045,0.009,0.009,0.0,0.0045,0.0045,0.0045,0.0045,0.0,0.0,0.0,0.0045,0.0045,0.0,0.0136,0.0045,0.0,0.0,0.0045,0.0,0.0045,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0045,0.0045,0.0045,0.0045,0.0,0.0,0.0,0.0045,0.0045,0.0045,0.0045,0.0181,0.0045,0.0,0.0045,0.0,0.0045,0.0045,0.0,0.0045,0.0,0.009,0.0,0.0,0.0,0.0,0.009,0.0181,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0045,0.0045,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0045,0.0,0.0,0.0045,0.0,0.0,0.0,0.0
gi|678545|gb|AAA62377.1|,0.988,6.9149,0.2234,35.0221010638,113,41730.07,129,0.972,5.0532,1,0.519,0.766,0.063,0.067,5.0532,45840,0,0.557,1.197,0,2.3936,41,2.660,2.3936,4.5213,56.117,49.734,43.883,9.7181,0.0585,0.977,4.7872,2.4894,1.3085,7.1809,1.596,0.2713,0.928,7.9787,0.2926,20.7447,0,0.967,6.383,-0.200265957447,0.7632,7.9787,0.950,0.0053,0.0027,0.008,0.0027,0.008,0.0,0.0027,0.0,0.0,0.0027,0.0,0.0027,0.008,0.0,0.0,0.0053,0.0053,0.0027,0.0053,0.0,0.0,0.0,0.0,0.0,0.0106,0.0053,0.0027,0.0,0.008,0.0,0.016,0.0027,0.0027,0.0053,0.0053,0.0,0.0053,0.0,0.0027,0.0053,0.0027,0.0053,0.0027,0.0,0.0,0.0027,0.0053,0.0,0.0027,0.0027,0.008,0.0,0.0053,0.0027,0.0027,0.0027,0.008,0.0,0.0,0.0,0.0053,0.0,0.0027,0.0027,0.0053,0.0,0.0106,0.0,0.0027,0.0,0.0,0.0,0.0027,0.0053,0.0,0.0,0.0,0.008,0.0027,0.0027,0.0,0.0027,0.0053,0.0053,0.0,0.0,0.0053,0.0027,0.0053,0.0053,0.0027,0.0053,0.0,0.016,0.0053,0.0,0.0,0.0027,0.0027,0.0,0.0027,0.0,0.0,0.0027,0.0027,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0053,0.0053,0.0027,0.0053
gi|685956926|gb|KGB33085.1|,1.057,7.3964,0.1568,50.4366863905,109,39411.73,98,0.398,2.071,1,0.586,1.166,0.071,0.093,7.6923,15930,0,0.963,1.775,2,3.5503,59,1.218,4.142,2.071,42.6036,37.574,57.3964,10.3609,0.0237,1.328,6.5089,2.5651,1.4556,8.5799,1.907,0.2811,0.585,5.0296,0.3107,24.8521,0,0.852,5.6213,-0.51124260355,-0.4453,2.071,0.247,0.0059,0.0,0.003,0.003,0.0118,0.0059,0.003,0.0,0.003,0.0,0.003,0.003,0.0,0.0,0.0,0.0,0.0059,0.0,0.0,0.0,0.0059,0.003,0.003,0.0059,0.0059,0.0,0.0,0.0,0.003,0.0,0.003,0.0059,0.0,0.0059,0.003,0.0089,0.0089,0.0059,0.0,0.0,0.0059,0.0,0.0,0.0089,0.0178,0.003,0.0,0.0059,0.0,0.0,0.0,0.0059,0.0089,0.0,0.0,0.0059,0.0,0.0,0.0059,0.0,0.0,0.003,0.003,0.0,0.0089,0.0059,0.003,0.003,0.0059,0.0059,0.0059,0.0,0.0,0.0089,0.0,0.0089,0.003,0.003,0.0148,0.0059,0.0,0.003,0.003,0.003,0.003,0.0,0.003,0.0,0.0,0.0089,0.0,0.0059,0.0,0.003,0.0,0.003,0.0,0.003,0.003,0.0,0.003,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.0,0.0,0.0,0.0089,0.0,0.0,0.003,0.0
AY812720,0.988,6.9149,0.1968,35.9505319149,61,22042.67,22,0.409,2.1277,3,0.584,0.322,0.975,0.011,2.1277,44920,0,1.979,2.926,0,5.8511,36,2.503,8.5106,4.2553,52.6596,44.6809,47.3404,10.0638,0.0691,0.760,3.7234,2.484,1.4149,6.383,1.418,0.2606,0.495,4.2553,0.3723,26.5957,0,1.289,8.5106,-0.0287234042553,1.2029,2.1277,0.253,0.0,0.0106,0.0053,0.0053,0.016,0.0053,0.0,0.0053,0.0053,0.0,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0053,0.0053,0.0053,0.0,0.0,0.0213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106,0.0,0.0,0.0053,0.0106,0.0053,0.0,0.0106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106,0.0053,0.0,0.0,0.0,0.0,0.0053,0.0053,0.0,0.0053,0.0106,0.0,0.0,0.0053,0.0,0.0,0.0,0.0,0.0,0.0053,0.0053,0.0053,0.0,0.0,0.0,0.0,0.0106,0.0,0.0053,0.0,0.0106,0.0,0.0,0.0,0.0053,0.0106,0.0053,0.0,0.0,0.0,0.0,0.0053,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0213,0.0,0.0,0.0,0.0
Smp_108390.1,1.756,12.2951,0.2295,41.587704918,46,13574.36,64,0.788,4.0984,0,0.874,2.484,0.039,0.185,16.3934,7450,0,0.572,1.230,1,2.459,58,1.446,2.459,2.459,46.7213,48.3607,53.2787,10.2869,0.0246,1.338,6.5574,2.3934,1.4508,5.7377,1.275,0.2295,1.144,9.8361,0.2623,20.4918,0,1.366,9.0164,-0.552459016393,-3.5281,4.0984,0.488,0.0164,0.0,0.0,0.0,0.0082,0.0,0.0082,0.0,0.0164,0.0,0.0328,0.0,0.0082,0.0082,0.0,0.0,0.0328,0.0082,0.0,0.0,0.0,0.0,0.0164,0.0,0.0,0.0,0.0,0.0,0.0,0.0082,0.0,0.0,0.0,0.0164,0.0,0.041,0.0,0.0082,0.0082,0.0082,0.0082,0.0082,0.0082,0.0164,0.0,0.0164,0.0,0.0,0.0,0.0,0.0,0.0,0.0246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082,0.0164,0.0,0.0,0.0,0.0082,0.0,0.0,0.0082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082,0.0,0.0,0.0,0.0,0.0,0.0164,0.0,0.0,0.0,0.0082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082,0.0082,0.0,0.0164,0.0,0.0,0.0,0.0,0.0,0.0,0.0082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smp_174950.1,0.805,5.6338,0.1901,31.966971831,51,16147.37,42,0.813,4.2254,0,0.808,1.387,0.077,0.105,9.1549,18450,1,0.655,1.761,0,3.5211,51,1.243,2.8169,2.1127,53.5211,46.4789,46.4789,10.2042,0.0563,2.012,9.8592,2.3451,1.5423,4.2254,0.939,0.2394,0.983,8.4507,0.2887,21.831,0,0.960,6.338,-0.408450704225,-1.4675,6.338,0.755,0.007,0.0,0.0,0.0,0.0141,0.0,0.0,0.0,0.007,0.0,0.007,0.0,0.007,0.007,0.0,0.0,0.0211,0.0,0.0,0.0,0.007,0.0,0.007,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0141,0.007,0.007,0.0,0.0141,0.007,0.0,0.0,0.0141,0.007,0.0,0.0,0.0,0.007,0.0141,0.0,0.0141,0.0,0.007,0.0,0.007,0.0,0.007,0.0,0.007,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.007,0.0211,0.0,0.0,0.0,0.0,0.0141,0.0,0.0,0.007,0.0,0.007,0.007,0.0,0.0,0.007,0.0,0.0,0.007,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.007,0.0,0.0,0.0,0.0141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AY814468,0.861,6.0302,0.2337,32.3535175879,131,42808.65,116,0.966,5.0251,0,0.717,0.952,0.640,0.033,6.2814,21890,0,1.110,0.879,0,1.7588,53,1.478,4.7739,2.5126,59.0452,55.0251,40.9548,9.701,0.0402,0.923,4.5226,2.4221,1.299,5.7789,1.284,0.304,1.373,11.809,0.3065,24.1206,0,1.142,7.5377,0.0399497487437,0.8593,7.5377,0.897,0.005,0.0,0.005,0.0075,0.0025,0.0,0.0025,0.005,0.0,0.0025,0.0025,0.0126,0.0,0.0025,0.0,0.005,0.0101,0.0,0.0025,0.0075,0.0025,0.0075,0.0,0.0,0.005,0.0025,0.0,0.005,0.0025,0.0025,0.0,0.0075,0.0025,0.005,0.0025,0.0025,0.0075,0.005,0.0,0.0075,0.0025,0.0,0.0101,0.0101,0.0025,0.0025,0.0,0.0025,0.0025,0.0025,0.0,0.0,0.0101,0.0,0.0,0.005,0.0025,0.0,0.0,0.0,0.0025,0.0025,0.0075,0.0,0.0075,0.0025,0.0025,0.0025,0.0101,0.0025,0.0,0.0025,0.0025,0.0,0.0075,0.0075,0.005,0.005,0.0025,0.0101,0.0,0.0025,0.005,0.005,0.0025,0.0,0.0,0.0,0.0101,0.0,0.0,0.0025,0.0,0.005,0.005,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0025,0.0,0.0,0.005,0.0,0.0025,0.005,0.0,0.0025,0.0025,0.0,0.0
XM_002572924,0.976,6.8345,0.2278,29.7107913669,259,92252.35,318,0.830,4.3165,2,0.628,0.854,0.045,0.206,5.6355,76780,0,1.115,0.719,3,1.4388,35,1.693,4.7962,2.8777,54.9161,51.7986,45.0839,9.8082,0.0504,1.077,5.2758,2.476,1.3285,7.6739,1.705,0.2554,0.906,7.7938,0.3094,23.2614,0,1.072,7.0743,-0.103477218225,3.3163,6.8345,0.814,0.0024,0.0,0.0012,0.0048,0.0048,0.0,0.0048,0.0036,0.006,0.0,0.0048,0.0024,0.0084,0.0012,0.0012,0.0048,0.0024,0.0036,0.0036,0.0036,0.0024,0.006,0.0024,0.0,0.0012,0.0012,0.0036,0.0048,0.0024,0.0036,0.0072,0.0048,0.0012,0.0012,0.0048,0.006,0.0036,0.0048,0.0,0.0048,0.0024,0.0,0.0084,0.006,0.0048,0.0072,0.0024,0.0012,0.0012,0.0084,0.0084,0.0048,0.0096,0.0,0.0012,0.0048,0.0,0.0,0.0012,0.0024,0.0084,0.0012,0.0012,0.0,0.006,0.0048,0.0084,0.0024,0.006,0.006,0.0,0.0,0.0024,0.0024,0.0072,0.006,0.0048,0.0036,0.0024,0.0048,0.0,0.0012,0.0036,0.006,0.0048,0.0012,0.0012,0.0,0.006,0.006,0.0,0.0024,0.0,0.0072,0.0072,0.0036,0.0024,0.0036,0.0,0.0024,0.0048,0.0,0.0024,0.0012,0.0012,0.0,0.0,0.0,0.0,0.0012,0.0,0.0072,0.0012,0.0036,0.0012,0.0036,0.0012,0.0036,0.0,0.0036
Smp_031730.1,0.703,4.918,0.2404,25.2983606557,58,20881.81,36,1.051,5.4645,1,0.809,0.580,0.416,0.045,3.8251,24410,0,1.398,1.366,0,2.7322,23,2.572,6.0109,4.3716,61.2022,45.3552,38.7978,10.2404,0.0437,1.338,6.5574,2.3989,1.388,9.2896,2.064,0.235,0.381,3.2787,0.4044,31.1475,0,1.573,10.3825,0.110928961749,1.5019,7.6503,0.911,0.0,0.0,0.0055,0.0055,0.0055,0.0,0.0,0.0055,0.0,0.0,0.0,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.0109,0.0,0.0055,0.0,0.0055,0.0,0.0,0.0,0.0,0.0109,0.0,0.0055,0.0,0.0,0.0,0.0,0.0055,0.0055,0.0,0.0055,0.0055,0.0055,0.0,0.0,0.0055,0.0109,0.0055,0.0,0.0055,0.0164,0.0109,0.0,0.0,0.0,0.0109,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.0055,0.0055,0.0,0.0055,0.0109,0.0,0.0,0.0,0.0,0.0055,0.0055,0.0,0.0,0.0,0.0,0.0055,0.0,0.0055,0.0,0.0,0.0055,0.0,0.0,0.0109,0.0,0.0055,0.0055,0.0,0.0,0.0,0.0055,0.0055,0.0055,0.0109,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0055,0.0,0.0,0.0,0.0,0.0,0.0055,0.0219,0.0,0.0055,0.0055,0.0109,0.0055,0.0,0.0,0.0109
AY814430,0.739,5.1724,0.2328,28.5413793103,73,26415.81,82,1.160,6.0345,1,0.838,1.371,0.062,0.232,9.0517,39420,0,1.103,0.647,2,1.2931,31,1.014,4.7414,1.7241,57.3276,46.1207,42.6724,10.1379,0.0345,0.968,4.7414,2.4095,1.3879,6.8966,1.533,0.2026,0.601,5.1724,0.3534,24.569,0,1.371,9.0517,-0.243534482759,-0.5879,7.3276,0.872,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.0043,0.0043,0.0,0.0086,0.0043,0.0,0.0086,0.0,0.0043,0.0043,0.0,0.0043,0.0086,0.0043,0.0043,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0086,0.0,0.0043,0.0043,0.0,0.0,0.0043,0.0,0.0,0.0,0.0129,0.0043,0.0043,0.0129,0.0043,0.0043,0.0,0.0,0.0172,0.0043,0.0043,0.0,0.0043,0.0043,0.0,0.0043,0.0,0.0,0.0,0.0043,0.0172,0.0,0.0043,0.0043,0.0,0.0129,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0043,0.0,0.0,0.0043,0.0,0.0,0.0,0.0043,0.0,0.0043,0.0,0.0086,0.0,0.0086,0.0129,0.0043,0.0043,0.0,0.0,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0043,0.0,0.0,0.0043,0.0129,0.0,0.0129,0.0043,0.0043,0.0043,0.0043,0.0,0.0043
Smp_040130.1,0.976,6.8323,0.2919,16.4534161491,41,17670.37,61,0.597,3.1056,1,0.918,1.412,0.061,0.132,9.3168,8480,0,1.589,1.553,0,3.1056,31,1.461,6.8323,2.4845,52.795,54.0373,47.205,9.472,0.0559,0.634,3.1056,2.441,1.3354,6.8323,1.518,0.1553,0.506,4.3478,0.2733,16.1491,0,0.847,5.5901,-0.34347826087,0.2074,12.4224,1.479,0.0,0.0,0.0062,0.0,0.0062,0.0062,0.0,0.0,0.0,0.0,0.0062,0.0,0.0062,0.0248,0.0,0.0,0.0124,0.0,0.0,0.0,0.0,0.0248,0.0,0.0062,0.0,0.0062,0.0,0.0,0.0,0.0,0.0,0.0062,0.0,0.0,0.0124,0.0124,0.0124,0.0,0.0,0.0,0.0,0.0062,0.0,0.0062,0.0,0.0062,0.0,0.0,0.0,0.0124,0.0186,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0062,0.0062,0.0,0.0,0.0,0.0062,0.0,0.0062,0.0,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0062,0.0062,0.0062,0.0,0.0062,0.0124,0.0062,0.0,0.0124,0.0,0.0,0.0,0.0062,0.0,0.0,0.0,0.0,0.0062,0.0,0.0062,0.0,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0062,0.0,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0,0.0062,0.0062,0.0,0.0,0.0,0.0,0.0
Smp_170310.1,0.917,6.4198,0.1481,41.4004938272,133,47587.44,132,0.237,1.2346,2,0.859,0.786,0.043,0.460,5.1852,52370,0,0.861,1.235,1,2.4691,68,1.743,3.7037,2.963,44.1975,39.0123,55.8025,10.0247,0.0395,1.663,8.1481,2.6148,1.4716,2.963,0.658,0.3383,0.947,8.1481,0.2741,18.2716,0,0.786,5.1852,-0.757777777778,0.9255,3.4568,0.412,0.0025,0.0,0.0,0.0,0.0049,0.0025,0.0074,0.0,0.0049,0.0,0.0049,0.0025,0.0049,0.0025,0.0025,0.0,0.0074,0.0025,0.0,0.0,0.0,0.0025,0.0074,0.0,0.0049,0.0049,0.0025,0.0,0.0,0.0049,0.0,0.0,0.0025,0.0,0.0,0.0,0.0074,0.0049,0.0025,0.0025,0.0025,0.0,0.0,0.0025,0.0,0.0049,0.0,0.0049,0.0,0.0049,0.0,0.0049,0.0025,0.0,0.0,0.0025,0.0025,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0074,0.0,0.0049,0.0074,0.0049,0.0,0.0049,0.0148,0.0025,0.0025,0.0025,0.0,0.0,0.0025,0.0025,0.0,0.0025,0.0,0.0,0.0025,0.0025,0.0025,0.0,0.0025,0.0,0.0025,0.0,0.0025,0.0049,0.0,0.0,0.0,0.0,0.0,0.0123,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0025,0.0049,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0
Smp_008660.1,1.060,7.4176,0.1978,35.6475274725,122,41707.62,132,0.528,2.7473,0,0.566,1.332,0.139,0.126,8.7912,46870,0,0.767,1.099,0,2.1978,48,1.131,3.2967,1.9231,48.6264,45.8791,51.3736,9.967,0.033,1.121,5.4945,2.5522,1.3736,4.6703,1.038,0.25,0.607,5.2198,0.3104,20.8791,0,1.166,7.6923,-0.518406593407,-0.4953,6.3187,0.752,0.0027,0.0027,0.0,0.0,0.0027,0.0027,0.0,0.0027,0.0055,0.0,0.011,0.0027,0.0055,0.0082,0.0027,0.0082,0.0055,0.0,0.0027,0.0,0.0027,0.0,0.0055,0.0027,0.0137,0.0055,0.0027,0.0082,0.0,0.0055,0.0027,0.0027,0.0027,0.0055,0.0027,0.0082,0.0137,0.0027,0.0,0.0,0.0027,0.0,0.0,0.0027,0.0137,0.0027,0.0027,0.0,0.0027,0.0,0.0055,0.0027,0.0055,0.0027,0.0,0.0,0.0027,0.0,0.0,0.0027,0.0027,0.0,0.0,0.0,0.0027,0.0082,0.0055,0.0,0.0027,0.0027,0.0055,0.0,0.0055,0.0,0.0027,0.0027,0.0027,0.0,0.0082,0.0027,0.0027,0.0027,0.0055,0.0027,0.0,0.0027,0.0027,0.0,0.0137,0.0055,0.0,0.0027,0.0,0.0,0.0055,0.0055,0.0027,0.0,0.0,0.0,0.0027,0.0,0.0,0.0027,0.0027,0.0,0.0,0.0027,0.0,0.0027,0.0,0.0055,0.0,0.0,0.0082,0.0027,0.0,0.0027,0.0,0.0027
Smp_022960.1,0.798,5.5877,0.2312,27.5842003854,163,57331.32,145,0.741,3.8536,3,0.677,0.993,0.086,0.145,6.5511,65320,0,1.075,1.060,0,2.1195,37,1.247,4.6243,2.1195,56.8401,51.4451,43.1599,9.6956,0.0405,0.747,3.6609,2.4528,1.3141,7.1291,1.584,0.2293,0.941,8.0925,0.3179,21.1946,0,1.080,7.1291,-0.124277456647,3.4157,9.0559,1.078,0.0077,0.0,0.0,0.0058,0.0019,0.0,0.0039,0.0019,0.0019,0.0,0.0019,0.0039,0.0019,0.0116,0.0,0.0019,0.0096,0.0019,0.0,0.0039,0.0019,0.0039,0.0,0.0039,0.0019,0.0,0.0,0.0039,0.0039,0.0096,0.0039,0.0,0.0058,0.0,0.0019,0.0019,0.0058,0.0039,0.0019,0.0039,0.0058,0.0039,0.0058,0.0039,0.0077,0.0019,0.0019,0.0019,0.0,0.0096,0.0058,0.0,0.0039,0.0019,0.0019,0.0039,0.0019,0.0,0.0019,0.0019,0.0039,0.0019,0.0039,0.0019,0.0039,0.0058,0.0077,0.0039,0.0096,0.0019,0.0019,0.0039,0.0,0.0019,0.0039,0.0039,0.0,0.0019,0.0039,0.0,0.0,0.0019,0.0039,0.0019,0.0019,0.0,0.0077,0.0058,0.0019,0.0,0.0,0.0,0.0,0.0039,0.0096,0.0039,0.0039,0.0019,0.0,0.0,0.0039,0.0,0.0096,0.0,0.0019,0.0,0.0,0.0019,0.0,0.0019,0.0,0.0058,0.0,0.0,0.0077,0.0019,0.0,0.0019,0.0019,0.0
XM_002575378,0.857,6.0,0.17,22.8661,32,11446.73,29,0.385,2.0,1,0.649,1.818,0.048,0.196,12.0,12950,0,0.930,2.500,0,5.0,71,2.353,4.0,4.0,52.0,46.0,48.0,9.92,0.06,0.408,2.0,2.46,1.36,6.0,1.333,0.23,1.047,9.0,0.3,18.0,0,1.061,7.0,-0.375,-1.0601,5.0,0.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
